category,tag,username,tweetText,postTimeRaw,scrapeTime,year,month,day
ธรรมศาสตร์,#TCAS,@IELTS_with_me,"#IELTS speaking

#ติวielts #สอบielts #ติวไอเอล #ติวเตอร์ภาษาอังกฤษ #ติวอังกฤษ #ติวsat #สอบged #toeic #TUGET #CUTEP #ALEVEL #TGAT #TCAS #TCAS68 #dek69 #dek70 #เด็กซิ่ว",2025-05-11 10:33:57,2025-05-12 02:01:22,2025,5,11
ธรรมศาสตร์,#TCAS,@shupn_dropfile,"จะเปิดเทอมแล้ว พร้อมเจอมรสุมกันรึยัง
 การบ้านก็ต้องทำ หนังสือก็ต้องอ่าน แบ่งเวลายังไงก่อน

อ่านต่อในเม้น

[Post by พี่หมา]

#tcas #tcas69 #dek68 #dek69 #สอบเข้ามหาลัย",2025-05-11 10:26:59,2025-05-12 02:01:38,2025,5,11
ธรรมศาสตร์,#รับตรง,@wetalkinter,"รีวิว ยินดีกับน้องๆทุกคนติด #รับตรง #bsitu #ทีมธรรมศาสตร์ ค่า
น้องๆ #dek68 #tcas68 #เด็กซิ่ว สนใจเรียนติดต่อไลน์ @xvn8161a (มี@)

สอนเนื้อหาที่ได้ใช้สอบจริงและครอบคลุม
สอนทำtemplatesการตอบไว้ทุกแบบและประยุกต์ได้จริง
สอนปรับการเขียนตามพื้นฐานผู้เรียน
ดูแลจนถึงวันสอบ",2025-05-11 10:04:38,2025-05-12 02:01:33,2025,5,11
ธรรมศาสตร์,#ทีมมธ,@studywteacherB,มปลายรับอีกแค่2-3คิวเท่านั้นนะคะ สนใจทักมาเลย #หาติวเตอร์ #แคล #สอนพิเศษคณิต #สอนพิเศษ #ติวคณิต #ติวฟิสิกส์ #ติวเตอร์ #เรียนพิเศษ #ทีมมธ #ทีมจุฬา #สอนคณิต #สอนแคล #kmitt #เรียนต่อจีน #แคลคูลัส #สอนพิเศษ #สอนพิเศษออนไลน์ #siit #muic #ทีมมหิดล #sat แคล หาคนสอน ma216 ma111 #bbacu,2025-05-11 18:34:08,2025-05-12 02:02:11,2025,5,11
ธรรมศาสตร์,#ทีมมธ,@Gsijsj4,"เค้ารับทำ จิตอาสา กยศ. งับ
งานเสร็จค่อยโอน
วันเดียวเสร็จ/แบ่งทำ ไม่มีบวกเพิ่ม
ชม.ละ5บาททุกหลักสูตร

#จิตอาสาออนไลน์ #จิตอาสากยศ #ทีมมก #กยศ #ทีมมช  #มทส #ทีมมมส #ทีมบูรพา  #ทีมมศว #setelearning #ทีมมพ #ทีมแม่โจ้ #dek69 #สวนสุนันทา #ทีมมน #ทีมมธ #ทีมมฟล  #รับทำการบ้าน",2025-05-11 16:39:42,2025-05-12 02:02:11,2025,5,11
ธรรมศาสตร์,#ทีมมธ,@rosyx__,"คิวดูดวงว่างนะคะ ✶ 
ประสบการณ์ 3ปี / รีวิวแน่น / ได้คำตอบใน 5 นาที

 Yes/no
1คำถาม 6฿ | 3คำถาม 15฿

 คำถาม 
1คำถาม 15฿ | 3คำถาม 30฿

 โทร 
10นาที 79฿ | 20 นาที 119฿

ทักไลน์ตอบไวงับ >>>  http://lin.ee/bEqiCYy

#ดูดวง #ทีมมธ",2025-05-11 16:18:15,2025-05-12 02:02:11,2025,5,11
ธรรมศาสตร์,#ทีมมธ,@No05149699,มีใครขายสรุปไฟนอล las202 ไหมคะ หรือรับติวก็ได้ค่ะ ราคาคุยกันได้ค่ะ #ทีมมธ #มธ #las202 #เสรีมธ #วิชามธ,2025-05-11 15:21:33,2025-05-12 02:02:11,2025,5,11
ธรรมศาสตร์,#ทีมมธ,@moremar03,#หาเมทมธ #หอนอกมธ #หอพักมธ #หอพักนักศึกษา #หาหอมธ #ธรรมศาสตร์ #ทีมมธ #นิติมธ,2025-05-11 12:34:22,2025-05-12 02:02:11,2025,5,11
ธรรมศาสตร์,#มธ,@ingo642244,"ความรักไม่ใช่ว่าเจอกันแล้วจบ
ความรักไม่ใช่ผลลัพธ์แต่คือ กระบวนการเรียนรู้ไปด้วยกัน

รู้ว่าหายาก #fwb แต่ถ้าเจอจะรักษาอย่างดีเลย ขอคนการศึกษาดี และสะอาดนะครับ คนเดียวประจำ #fwbรังสิต #fwbนนทบุรี #จุฬา #รังสิตภิรมย์ #มธ #onsกทม 
#Skinshipกทม #fwbกทม #หาคนคุย #เงี่ยน #เกษตร",2025-05-11 18:18:36,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@468Shackky,"เงินด่วน นศ. หาคน #ปล่อยกู้
หาค่าเทอม ค่าหอ ค่าใช้จ่าย

ยอด 9,000-20,000
-ไม่มีโอนก่อน
-ผ่อนรายเดือน

Line; http://lin.ee/T8DSIgt

#เงินกู้นักศึกษา #เงินกู้ #กู้เงิน #กู้เงินนักศึกษา #เงินกู้รายเดือน #มอนอ #มอรังสิต #มก #มข #มจพ #มอหัวเฉียว #บูรพา #สจล #มพ #มออุบล #มอ #มธ",2025-05-11 16:27:25,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@Dxnnyyxewjj,"ปล่อยต่อมือสอง เสื้อแลปมธ เข็มขัด กระดุม 
180 ฿ #มธ #ส่งต่อมือสอง",2025-05-11 16:07:06,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@No05149699,มีใครขายสรุปไฟนอล las202 ไหมคะ หรือรับติวก็ได้ค่ะ ราคาคุยกันได้ค่ะ #ทีมมธ #มธ #las202 #เสรีมธ #วิชามธ,2025-05-11 15:21:33,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@dynamite2255,"หานัด ญ เดี่ยว ครับ เหงา
ผมชายเดี่ยวอยากหาช่วยคู่มีค่าขนมให้งับ
เน้นสะอาด ขอคนนัดจริง หรือให้ไปนั่งชมก้ได้
#คลองหก #fwbรังสิต #หาเสี่ยเลี้ยง #หาคนดูแล #นครนายก #คลอง6 #รังสิต  #เรียลนักศึกษา #สวิงกิ้ง #ชายเดี่ยว #ช่วยคู่ #วิหารแดง #มธ #สระบุรี #รังสิตภิรมย์ #มศวองครักษ์ #รังสิต",2025-05-11 13:08:03,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@moominniniin,หาเมทไม่ค่อยอยู่ห้อง เอาห้องไว้ฝากของ บังหน้าพ่อแม่ กลับห้องมานอนได้ คุยกันได้อีกที ไม่ต้องจ่ายค่าน้ำค่าไฟคับเรามีห้องแล้ว 18-22 #หาเมทมธ #หอนอกมธ #หาหอมธ #หอมธ #มธ,2025-05-11 11:21:54,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@summersunnysoon,"ตัดต่อรูปติดบัตร 99 บาท 
แก้สีพื้นหลัง/ปรับไฟล์ /แก้รูป 20 บาท

พร้อมตัด สมัครงาน /มอบตัว

แก้หน้าเบี้ยว คอเอียง ปรับสีผิว โทนผิว ลบรอย แต่งหน้า +ทรงผมเลือกได้

อัปเดตทุกขั้นตอน ปรับแก้ได้ตลอด 
#ตัดต่อรูป #รูปติดบัตร #รูปนักศึกษา #รูปสมัครงาน #รีทัชรูป #tcas68 #dek68 #มธ",2025-05-11 10:58:21,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@koookg69,หาผชมาสวิง คาชุดนศ สาวสองหน้าตาโอเค #รังสิต #รังสิตภิรมย์ #มธ #bu #คลองหลวง #นวนคร,2025-05-11 09:41:01,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@winissocute1,มีนศพ.ปี1คนไหนพักที่cosy cozyบ้างมั้ยคะะ เค้าหาเพื่อนค่ะ พี่ๆที่พักอยู่ก็ได้นะคะะ อยากเมคเฟรนด้วยค่ะ #หอนอกมธ #หอพักมธ #หอมธ #หอพักย่านรังสิต #มธ #ธรรมศาสตร์,2025-05-11 09:09:20,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#มธ,@detectivekatia,"ในคลาสของเราจะมีเวิร์คชอปหนังสือทำมือด้วยนะ ♡

#เรียนฟรี #สตรีศึกษา #เควียร์ #LGBTQ #สตรีนิยม #Feminism #summerschool  #มธ",2025-05-11 08:59:02,2025-05-12 02:02:26,2025,5,11
ธรรมศาสตร์,#dek70,@forwardqqq,"หนังสือ upskill คณิตศาสตร์ประยุกต์ 1 Alevel ออนดีมานด์

♡400 รวมส่ง
♡dm ขอดูเพิ่มเติมได้

#dek68 #หนังสือสอบ #ขายหนังสือมือสอง #ขายหนังสือ #หนังสือสอบมือสอง #เด็กซิ่ว #หนังสือมือสองราคาถูก #หนังสือมือ2 #dek69 #dek70",2025-05-11 18:43:14,2025-05-12 02:02:40,2025,5,11
ธรรมศาสตร์,#dek70,@forwardqqq,"หนังสือ mock up biology exams
♡ไม่มีรอยขีดเขียน
♡ 120 shipping 40 บาท (ราคาปก249)
♡ dm ขอดูเพิ่มเติมได้

#dek68 #หนังสือสอบ #ขายหนังสือมือสอง #ขายหนังสือ #หนังสือสอบมือสอง #เด็กซิ่ว #หนังสือมือสองราคาถูก #หนังสือมือ2 #dek69 #dek70",2025-05-11 18:41:52,2025-05-12 02:02:40,2025,5,11
ธรรมศาสตร์,#dek70,@forwardqqq,"หนังสือแนวข้อสอบ A-Level ฟิสิกส์
♡ไม่มีรอยขีดเขียน
♡95 shipping 40 บาท (ราคาปก185)
♡ขอดูเพิ่มเติมได้ 

#dek68 #หนังสือสอบ #ขายหนังสือมือสอง #ขายหนังสือ #หนังสือสอบมือสอง #เด็กซิ่ว #หนังสือมือสองราคาถูก #หนังสือมือ2 #dek69 #dek70",2025-05-11 18:40:08,2025-05-12 02:02:40,2025,5,11
ธรรมศาสตร์,#dek70,@forwardqqq,"หนังสือภาษาไทย DAVANCE 
♡ 95 รวมส่ง
♡ ขอดูเพิ่มเติมได้ 

#dek68 #หนังสือสอบ #ขายหนังสือมือสอง #ขายหนังสือ #หนังสือสอบมือสอง #เด็กซิ่ว #หนังสือมือสองราคาถูก #หนังสือมือ2 #dek69 #dek70",2025-05-11 18:39:40,2025-05-12 02:02:40,2025,5,11
ธรรมศาสตร์,#dek70,@forwardqqq,"หนังสือหัวใจคณิตศาสตร์พื้นฐาน พี่ณัฐ 
♡ไม่มีรอยขีดเขียน
♡130 shipping 40 บาท (ราคาปก220)
♡dm ขอดูเพิ่มเติมได้นะคะ

#dek68 #หนังสือสอบ #ขายหนังสือมือสอง #ขายหนังสือ #หนังสือสอบมือสอง #เด็กซิ่ว #หนังสือมือสองราคาถูก #หนังสือมือ2 #dek69 #dek70",2025-05-11 18:38:31,2025-05-12 02:02:40,2025,5,11
ธรรมศาสตร์,#dek70,@forwardqqq,"หนังสือคณิต 9 วิชาสามัญ พี่ณัฐ 
♡ไม่มีรอยขีดเขียน
♡65shipping 40 บาท (ราคาปก195)
♡dm มาขอดูเพิ่มเติมได้นะคะ

#dek68 #หนังสือสอบ #ขายหนังสือมือสอง #ขายหนังสือ #หนังสือสอบมือสอง #เด็กซิ่ว #หนังสือมือสองราคาถูก #หนังสือมือ2 #dek69 #dek70",2025-05-11 18:35:48,2025-05-12 02:02:40,2025,5,11
ธรรมศาสตร์,#dek70,@theanflowery,"หนังสือ upskill คณิตศาสตร์ประยุกต์ 1 Alevel ออนดีมานด์

♡400 รวมส่ง
♡dm ขอดูเพิ่มเติมได้/ขอแอคหลักได้นะคะ

#dek68 #หนังสือสอบ #ขายหนังสือมือสอง #ขายหนังสือ #หนังสือสอบมือสอง #เด็กซิ่ว #หนังสือมือสองราคาถูก #หนังสือมือ2 #dek69 #dek70",2025-05-11 18:31:11,2025-05-12 02:03:04,2025,5,11
ธรรมศาสตร์,#มอท่อ,@WdiWngkh,สิ่งที่ตรึงใจกุสุดในเดือนนี้คือลุงร้านน้ำหอมที่ อตซ บอกกูว่าน้ำหอมของกูหอมตรงไหนป้ากูหลอกขายกูแล้ว และแซะกูว่าทำไมไม่เข้าAbacทั้งๆที่ลุงเองมาขายของทำไมอยู่มอท่อ #มอท่อ #ชีวิตดีๆที่เลือกเองได้  #เตรียมน้อมeverywhere #เพราะทุกที่มีเด็กเตรียมน้อม #ตอนดิวะ,2025-02-28 15:29:03,2025-05-12 02:03:20,2025,2,28
ธรรมศาสตร์,#มอท่อ,@ttaattaac,คือชวนแล้วจะมาหรอ #มอท่อ #sc3 #อเมซอน,2025-02-01 20:04:07,2025-05-12 02:03:20,2025,2,1
ธรรมศาสตร์,#มอท่อ,@thelonerp,#kavetu #มธ #มอท่อ #มก #รังสิต สนใจซื้อสิทธิ์จอดรถ คอนโด kave tu ค่ะ ซื้อจอดเอง,2024-07-08 09:33:41,2025-05-12 02:03:20,2024,7,8
ธรรมศาสตร์,#มอท่อ,@iwanttobeurn,"ยินดีกับน้องๆวิศวะอุตสาหการทุกคนด้วยนะคะ
ดีใจเสร็จแล้วอย่าลืมยืนยันสิทธิ์และกดเข้าLine groupด้วยน้า พี่ๆรออยู่คั้บ

https://line.me/ti/g/AsTaQGHP94

#วิศวะ #วิดวะมธ #ทีมมธ #มอท่อ #วิศวะมธ #วิศวมธ #วิดวะอุตมธ #tse #tse35 #tu #DEk67 
#Tcas67",2024-05-20 01:16:01,2025-05-12 02:03:20,2024,5,20
ธรรมศาสตร์,#มอท่อ,@fluffyxbubble,"How to get to Thammasat university Tha Prachan campus ??
Anyone who wants to travel here, don’t worry!! 
We have gather an easy way for you. 
Let's meet soon!
#Thammasat #TU #university #ท่าพระจันทร์ #มอท่อ #ธรรมศาสตร์ #มธ #ทีมมธ",2024-03-07 13:39:34,2025-05-12 02:03:20,2024,3,7
ธรรมศาสตร์,#มอท่อ,@maimeetungka_ji,ฝนตกเหี้ยอะไรทุกวันกุเปียกไปหมดอิหี #มอท่อ,2023-10-21 10:31:24,2025-05-12 02:03:20,2023,10,21
ธรรมศาสตร์,#มอท่อ,@2646_yang,"#มอท่อ เอาอีกแล้วหว่ะ กกต.มธ. ควรเป็นกลางทางการเมือง 

แต่ไม่น่าเชื่อว่า คนที่ดำรงตำแหน่งเป็นถึง ปธ.กกต. กลับลงมาเล่นในสนามการเมืองด้วยตัวเอง แล้วแสดงอคติอย่างออกรสออกชาติมาก",2023-09-21 13:54:50,2025-05-12 02:03:20,2023,9,21
ธรรมศาสตร์,#มอท่อ,@sukpapmai,"กลุ่มไลน์ ดิสคอร์ด 
cs38 ครับบ
มธ.

#มธ #ทีมมธ #cstu38 #cs #comsci #cstu #dek66 #วิทย์คอมมธ #วิทยาการคอมพิวเตอร์ #วิดคอม #วิทคอม #วิทย์คอม
#คอมซาย #tu #cstu #มอท่อ #TCAS66",2023-05-20 16:18:30,2025-05-12 02:03:20,2023,5,20
ธรรมศาสตร์,#มอท่อ,@_ppyp___,ลดได้อีกนะคับๆๆๆๆๆ ทักมาต่อรองได้เลยยยยย #ขายสัญญาหอมธ #หาหอมธ #มธ #หอพักมธ #หอมธ #มอท่อ #ทีมมธ https://x.com/_ppyp___/statu/_ppyp___/status/1637115253640298497…,2023-03-22 14:21:11,2025-05-12 02:03:20,2023,3,22
ธรรมศาสตร์,#TU89,@urfavpiglet,"𓏳 ꒰ 𝓓ay 4 : จบบทที่1ภาษาไทยพี่ยู we by พี่ยูสอนสนุกมากก เรียนเพลินๆ ดีอย่างงี้  แนะนำเลยย ช่วงนี้ไม่ค่อยได้เรียนอังกิดเลย แหะๆ  ㅜ ㅜ ꒱
 
No Make Up - Zion.T

#dek72 #tu89 #studywithpigletz",2025-05-11 18:18:09,2025-05-12 02:03:32,2025,5,11
ธรรมศาสตร์,#TU89,@kanomcaketutor,"รับสอนพิเศษน้า ใครหาติวเตอร์ หาคนสอนอยู่ ถามได้ค่า อังกฤษ วิทย์ ฟิสิกส์ เคมี ชีวะ คณิต ไทยสังคม
ติว a-level netsat เพิ่มเกรด สอบเข้าม.4 ม.1 มหาลัย
ภาษาจีน ญี่ปุ่น เกาหลี ฝรั่งเศส
cutep tuget sat verbal math ielts cu-aat ats 
#dek68 #tcas68 #alevel69 #dek69 #tgat #tu89",2025-05-11 17:46:09,2025-05-12 02:03:32,2025,5,11
ธรรมศาสตร์,#TU89,@mrezanugerah,"รับสอนพิเศษ ภาษาอังกฤษ ชีวะ ฟิสิกส์ เคมี คณิต ม.3 ม.4 ม.5 ม.6

เพิ่มเกรดในรร. สอบเข้าม.4
ติว A-level TGAT TPAT

สอนโดยพี่คณะ แพทย์ เภสัช ทันตะ
จุฬา มธ มหิดล มศว มข
#สอนพิเศษ #TCAS68 #dek69 #Alevel68 #dek70 #เรียนพิเศษ #psm69 #dek68 #วันนี้dek69ทำอะไร #รับสอนพิเศษ #dek72 #tu89",2025-05-11 17:23:09,2025-05-12 02:03:32,2025,5,11
ธรรมศาสตร์,#TU89,@kanomcaketutor,"หาติวเตอร์ หาคนสอน พี่รับสอนพิเศษน้า

อังกฤษ วิทย์ ฟิสิกส์ เคมี ชีวะ คณิต ไทยสังคม
a-level netsat เพิ่มเกรด สอบเข้าม.4 ม.1 มหาลัย
ภาษาจีน ญี่ปุ่น เกาหลี ฝรั่งเศส
cutep tuget sat verbal math ielts toeic 

#smte #dek71 #dek72 #tu89 #psm69 #mwit #จภ #สอบเข้าม4 #วมว #dek70",2025-05-11 15:32:23,2025-05-12 02:03:32,2025,5,11
ธรรมศาสตร์,#TU89,@mrezanugerah,"รับสอนพิเศษ วิทยาศาสตร์ ชีวะ อังกฤษ ฟิสิกส์ คณิต เคมี ไทย สังคม

สอบเข้าม.4ทุกรร.
เตรียมอุดม มหิดลวิทย์ สาธิต ประสานมิตร 
วมว gifted smte

โดยพี่คณะแพทย์ ทันตะ เภสัช จุฬา มธ มหิดล มข มช
#วมว #dek69 #TCAS68 #dek68 #mwit #Alevel68 #mwit36 #dek72 #dek71 #psm69 #สอบเข้าม4 #TU89",2025-05-11 15:30:18,2025-05-12 02:03:32,2025,5,11
ธรรมศาสตร์,#TU89,@prapawarin_grac,"ส่งต่อหนังสือสอบเข้า สอวน.เคมี สภาพ95% ไม่มีรอยเขียนเลยงับบ
      “150 รวมส่ง”  (จากราคาเต็ม 200)  
#dek70 #dek71 #dek72 #TCAS69 #เด็กซิ่ว #หนังสือมือสองสภาพดีราคาถูก #หนังสือเตรียมสอบมือสอง #สอวน #สอวนเคมี #สอวนชีวะ #TU89 #mwit",2025-05-11 14:55:25,2025-05-12 02:03:32,2025,5,11
ธรรมศาสตร์,#TU89,@prapawarin_grac,"ส่งต่อหนังสือสอบเข้า สอวน.เคมี สภาพ95% ไม่มีรอยเขียนเลยงับบ
      “150 รส”  (จากราคาเต็ม 200)  
#dek70 #dek71 #dek72 #TCAS69 #เด็กซิ่ว #หนังสือมือสองสภาพดีราคาถูก #หนังสือเตรียมสอบมือสอง #สอวน #สอวนเคมี #สอวนชีวะ #TU89 #mwit",2025-05-11 14:51:43,2025-05-12 02:03:52,2025,5,11
