category,tag,username,tweetText,postTimeRaw,scrapeTime,year,month,day
ธรรมศาสตร์,#ทีมมธ,@rosyx__,"คิวดูดวงว่างอยู่ค่ะ ~•-*
เปิดมา 3ปี / รีวิวแน่น / ได้คำตอบใน 5 นาที

Yes/no
1คำถาม 6฿ | 3คำถาม 15฿

คำถาม 
1คำถาม 15฿ | 3คำถาม 30฿

โทร 
10นาที 79฿ | 20 นาที 119฿

ทักไลน์ตอบไวสุบๆ >>>  http://lin.ee/bEqiCYy

#ดูดวง
 #ทีมมธ",2025-05-14 13:31:38,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#ทีมมธ,@madeincolcart4,หอ C version #บัญชีมธ #บริหารมธ #ทีมมธ,2025-05-14 13:23:04,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#ทีมมธ,@madeincolcart4,ให้รูปบรรยายค่ะ #บัญชีมธ #บริหารมธ #ทีมมธ,2025-05-14 13:19:39,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#ทีมมธ,@madeincolcart4,"คณะสายสังคม (นิติ บัญชี บริหาร JC สินสาด) ตึกคณะอยู่แถวๆ SC1 แนะนำหอแถวเชียงราก 1 จะเห็นว่า มันไกลรึป่าว เอาจริงๆ มันไม่ไกลเลย เดินแปปเดียวก็ถึงแล้วค่ะ  ถ้าหอใน ก็โซน 1 เลยค่ะ 
Cr. Thammasat Open House 2024 
#ทีมมธ #dek68",2025-05-14 12:29:37,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#ทีมมธ,@madeincolcart4,"ไม่น่ามีนะคะ
kw: #บัญชีมธ #บริหารมธ #ทีมมธ #dek68",2025-05-14 12:15:33,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#ทีมมธ,@Horoscope27,"คิวว่างนะคะ
ดูดวงลายมือ/มือถือ/ไพ่
ติดต่อ line oaค่ะ
ได้รับคำทำนายภายใน 24 ชม
ตอบปัญหาเป็นข้อตรงประเด็น
แนะนำวิธีแก้ไข
จะมีการทักเพิ่มเติมสิ่งที่ควรระวัง
#ดูดวงแม่นๆ #รีวิวดูดวง #dek68 #MyGoldenBloodEP10 #dek69 #tcas68 #ทีมมอ #ทีมมธ #ทีมมข #ทีมมศว #แจมไปทั่วEP10",2025-05-14 11:57:12,2025-05-14 14:08:12,2025,5,14
ธรรมศาสตร์,#ทีมมธ,@praixiarp,ยังหาเมทอยู่นะคะ #หาเมทมธ #หอนอกมธ #ทีมมธ,2025-05-14 10:20:35,2025-05-14 14:08:12,2025,5,14
ธรรมศาสตร์,#ทีมมธ,@tyr16jj,"จิตอาสากยศ. Set E-Learning ทางนี้ค่า 
𓏔 เริ่มต้น 5 บาท มีคิวว่าง

 ⃰*!สอบถามคลิกลิ้งค์ॱଳ͘ 
  http://lin.ee/SYg88hd

#จิตอาสาออนไลน์ #รับทำการบ้าน #setelearning #ชั่วโมงกยศ #จิตอาสากยศ #กยศ  #ทีมบูรพา #ทีมมฟล  #ทีมมช #ทีมมธ #ทีมมศว  #กรอ #ทีมมน #ทีมมก",2025-05-14 08:50:53,2025-05-14 14:08:31,2025,5,14
ธรรมศาสตร์,#มธ,@KaleaRad,สาวสอง3คน อวบๆ หานัดชายแท้3คน  #รังสิต #รังสิตภิรมย์ #มธ #bu #คลองหลวง #นวนคร,2025-05-14 12:02:37,2025-05-14 14:07:43,2025,5,14
ธรรมศาสตร์,#มธ,·,รอบโควต้าจิตอาสาของใครคลิกไปแล้วเป็นอย่างนี้บ้างคะ อันนี้ของเพื่อนเราค่ะของเราเป็นโควต้าเรียนดีภาคกลางจะขึ้นเป็นประกาศของมอค่ะ #ทีมมธ #มธ,2025-05-14 07:16:20,2025-05-14 14:07:43,2025,5,14
ธรรมศาสตร์,#มธ,@Mysunflowerhome,"⊹ 𖥦 ปล่อยกู้ สำหรับคนฉุกเฉินค่าา 

       ลูกค้าใหม่ 300 - 1,000 
       ทุนบ้านกู้ 3,000 - 30,000

ส่งยอดตรงเวลา เครดิตดี อัพยอดได้เรื่อยๆ
  สนใจส่งชื่อ-สกุล+เครดิตทางไลน์

#ปล่อยกู้ #เงินกู้นักศึกษา #เงินกู้ด่วน #กู้เงิน #กู้เงินนักศึกษา #มข #มมส #มจพ #มทส #มธ",2025-05-14 07:12:57,2025-05-14 14:07:43,2025,5,14
ธรรมศาสตร์,#มธ,@hannjza,"สวัสดีค่า มีพี่ ๆ คนไหนเคยอยู่หรือสามารถรีวิว haus private residences กับ 18-22 residences ให้ได้มั้ยคะ หรือว่าแนะนำหออื่น ๆ ให้เพิ่มเติมได้เลยค่ะ

#มธ #TU #หอนอกมธ #หอมธ",2025-05-14 06:23:31,2025-05-14 14:07:43,2025,5,14
ธรรมศาสตร์,#มธ,@fiigile_,"หาสัญญา 18-22 ห้อง 6900 เข้ากรกฏาค่ะ 

 #หาเมทมธ #หอนอกมธ #มธ #หาหอมธ #หอพักมธ",2025-05-14 03:24:34,2025-05-14 14:07:43,2025,5,14
ธรรมศาสตร์,#มธ,@summersunnysoon,"ตัดต่อรูปติดบัตร 99 บาท 
แก้สีพื้นหลัง/ปรับไฟล์ /แก้รูป 20 บาท

พร้อมตัด สอบ สมัครงาน อื่นๆ

แก้หน้าเบี้ยว คอเอียง ปรับสีผิว โทนผิว ลบรอย แต่งหน้า +ทรงผมเลือกได้

อัปเดตทุกขั้นตอน ปรับแก้ได้ตลอด 
#ตัดต่อรูป #รูปติดบัตร #รูปนักศึกษา #รูปสมัครงาน #รีทัชรูป #tcas68 #dek68 #มธ",2025-05-14 02:43:34,2025-05-14 14:07:43,2025,5,14
ธรรมศาสตร์,#มธ,@koookg69,หาคนมากินงูให้ สาวสองหน้าตาโอเค #รังสิต #รังสิตภิรมย์ #มธ #bu #คลองหลวง #นวนคร,2025-05-13 20:37:22,2025-05-14 14:07:43,2025,5,13
ธรรมศาสตร์,#มธ,@468Shackky,"นศ.รีบใช้เงินด่วน
หมุนไม่ทัน หาค่าเทอม ค่าหอ
หาคน #ปล่อยกู้รายเดือน

ยอด9000-20,000
-ไม่มีโอนก่อน
-ผ่อนรายเดือน

Line; http://lin.ee/T8DSIgt

#หอการค้า #ปล่อยกู้นักศึกษา #เงินกู้ #กู้เงิน #สจล #มจพ #มพ #มก #มข #มช #มธ #มศก #มจธ #ศรีปทุม #เงินกู้นักศึกษา #เงินกู้รายเดือน",2025-05-13 15:37:22,2025-05-14 14:07:43,2025,5,13
ธรรมศาสตร์,#มธ,@dynamite2255,"หานัด ญ เดี่ยว ครับ เหงา
ผมชายเดี่ยวอยากหาช่วยคู่มีค่าขนมให้งับ
เน้นสะอาด ขอคนนัดจริง หรือให้ไปนั่งชมก้ได้
#คลองหก #fwbรังสิต #หาเสี่ยเลี้ยง #หาคนดูแล #นครนายก #คลอง6 #รังสิต  #เรียลนักศึกษา #สวิงกิ้ง #ชายเดี่ยว #ช่วยคู่ #วิหารแดง #มธ #สระบุรี #รังสิตภิรมย์ #มศวองครักษ์ #รังสิต",2025-05-13 15:35:41,2025-05-14 14:07:43,2025,5,13
ธรรมศาสตร์,#มธ,@SPEEDYPHOTO_44,"ตัดรูปบัตรทุกชุด สนใจแอดไลน์ 0996263096 หรือทัก @SPEEDYPHOTO_44 

#ลาดกระบัง #รูปติดบัตร #รูปติดบัตรนักศึกษา #ทีมมก #ku84 #มจพ #สจล #ศิลปากร #ทีมมธ #ทีมมน #ทีมมศว  #dek66 #alevel67 #dek67 #มก #มศว #มน #มข #ศิลปากร #บูรพา #มกศรช #มก #มกกพส #มธ #รังสิต #ครูผู้ช่วย #สอบท้องถิ่น66",2025-05-13 13:12:49,2025-05-14 14:07:43,2025,5,13
ธรรมศาสตร์,#dek70,@IELTS_with_me,"#IELTS speaking

#ติวielts #สอบielts #ติวไอเอล #ติวเตอร์ภาษาอังกฤษ #ติวอังกฤษ #ติวsat #สอบged #toeic #TUGET #CUTEP #ALEVEL #TGAT #TCAS #TCAS68 #dek69 #dek70 #เด็กซิ่ว",2025-05-14 14:05:12,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#dek70,@mondaypiin,#หนังสือมือสอง #หนังสือเตรียมสอบเข้ามหาลัย #dek68 #dek69 #dek70,2025-05-14 14:04:30,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#dek70,@ENGLIxtutoring,"𓈈 ติว TGAT1 / A-LEVEL 82 𓈈

> คอร์ส Pre-admission 
> คอร์ส ตะลุยโจทย์  

 เลือกติวเฉพาะพาร์ทที่ต้องการได้ 

ติวสด เข้าประเด็น ไม่เวิ่น 
จบคอร์สพร้อมสอบ มั่นใจ! 

รายละเอียดคอร์ส-รีวิว-
เอกสาร คำศัพท์ฟรี 
 http://openlink.co/englixtutoring

#dek70 #TCAS #TCAS70
#TGATENG #ALEVELENG",2025-05-14 14:02:47,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#dek70,@vxvjvtol,#ส่งต่อหนังสือ #ส่งต่อหนังสือเตรียมสอบ #ส่งต่อหนังสือเตรียมสอบมือสอง #หนังสือเตรียมสอบเข้ามหาลัย #ส่งต่อหนังสือมือสอง #หนังสือเรียนมือสอง #dek69 #dek70 #dek71,2025-05-14 14:00:48,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#dek70,@studywteacherB,"พี่รับสอนคณิต ฟิสิกส์ มปลายมหาลัย
ทั้งภาคปกติ อินเตอร์ ตปท
จบวิศวฬ มีประสบการณ์สอนsince2011
สนใจทักมาคุยรายละเอียดก่อนได้ค่า
#dek70 #dek68 #dek69 #เด็กซิ่ว #สอนฟิสิกส์ #สอนคณิต #abac #หาติวเตอร์ #แคลคูลัส #สอนพิเศษ #สอนพิเศษออนไลน์ #ติวเตอร์ #ทีมจุฬา #ทีมมธ #bbatu #tcas68 #tcas69",2025-05-14 13:59:09,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#dek70,@jnsamoyedcute,"รอบส่ง 24/05 

เหลือ ☆
- alevel อังกฤษ เล่มม่วง 
- gat เล่มแดง
- cutep grammar

รวมส่งแล้วทุกเล่ม

ทักdm ได้เลยนะคะ

#ส่งต่อหนังสือ #ส่งต่อหนังสือเตรียมสอบ #หนังสือมือสอง #หนังสือเตรียมสอบมือสอง #หนังสือมือสองสภาพดี #dek68 #dek69 #dek70",2025-05-14 13:54:28,2025-05-14 14:07:48,2025,5,14
ธรรมศาสตร์,#dek70,@pyotyqq,"130 ส่งฟรีค่า
#ส่งต่อหนังสือมือสองสภาพดี #หนังสือเตรียมสอบมือสอง #ส่งต่อหนังสือเตรียมสอบมือสอง #dek68 #dek69 #dek70 #หนังสือสสวท #ส่งต่อหนังสือเรียน #onet #สอบโอเน็ต
#ส่งต่อหนังสือ #dek71 #dek72 #dek73 #dek74",2025-05-14 13:50:40,2025-05-14 14:08:09,2025,5,14
ธรรมศาสตร์,#มอท่อ,@WdiWngkh,สิ่งที่ตรึงใจกุสุดในเดือนนี้คือลุงร้านน้ำหอมที่ อตซ บอกกูว่าน้ำหอมของกูหอมตรงไหนป้ากูหลอกขายกูแล้ว และแซะกูว่าทำไมไม่เข้าAbacทั้งๆที่ลุงเองมาขายของทำไมอยู่มอท่อ #มอท่อ #ชีวิตดีๆที่เลือกเองได้  #เตรียมน้อมeverywhere #เพราะทุกที่มีเด็กเตรียมน้อม #ตอนดิวะ,2025-02-28 15:29:03,2025-05-14 14:09:58,2025,2,28
ธรรมศาสตร์,#มอท่อ,@ttaattaac,คือชวนแล้วจะมาหรอ #มอท่อ #sc3 #อเมซอน,2025-02-01 20:04:07,2025-05-14 14:09:58,2025,2,1
ธรรมศาสตร์,#มอท่อ,@thelonerp,#kavetu #มธ #มอท่อ #มก #รังสิต สนใจซื้อสิทธิ์จอดรถ คอนโด kave tu ค่ะ ซื้อจอดเอง,2024-07-08 09:33:41,2025-05-14 14:09:59,2024,7,8
ธรรมศาสตร์,#มอท่อ,@iwanttobeurn,"ยินดีกับน้องๆวิศวะอุตสาหการทุกคนด้วยนะคะ
ดีใจเสร็จแล้วอย่าลืมยืนยันสิทธิ์และกดเข้าLine groupด้วยน้า พี่ๆรออยู่คั้บ

https://line.me/ti/g/AsTaQGHP94

#วิศวะ #วิดวะมธ #ทีมมธ #มอท่อ #วิศวะมธ #วิศวมธ #วิดวะอุตมธ #tse #tse35 #tu #DEk67 
#Tcas67",2024-05-20 01:16:01,2025-05-14 14:09:59,2024,5,20
ธรรมศาสตร์,#มอท่อ,@fluffyxbubble,"How to get to Thammasat university Tha Prachan campus ??
Anyone who wants to travel here, don’t worry!! 
We have gather an easy way for you. 
Let's meet soon!
#Thammasat #TU #university #ท่าพระจันทร์ #มอท่อ #ธรรมศาสตร์ #มธ #ทีมมธ",2024-03-07 13:39:34,2025-05-14 14:09:59,2024,3,7
ธรรมศาสตร์,#มอท่อ,@maimeetungka_ji,ฝนตกเหี้ยอะไรทุกวันกุเปียกไปหมดอิหี #มอท่อ,2023-10-21 10:31:24,2025-05-14 14:09:59,2023,10,21
ธรรมศาสตร์,#มอท่อ,@2646_yang,"#มอท่อ เอาอีกแล้วหว่ะ กกต.มธ. ควรเป็นกลางทางการเมือง 

แต่ไม่น่าเชื่อว่า คนที่ดำรงตำแหน่งเป็นถึง ปธ.กกต. กลับลงมาเล่นในสนามการเมืองด้วยตัวเอง แล้วแสดงอคติอย่างออกรสออกชาติมาก",2023-09-21 13:54:50,2025-05-14 14:09:59,2023,9,21
ธรรมศาสตร์,#มอท่อ,@sukpapmai,"กลุ่มไลน์ ดิสคอร์ด 
cs38 ครับบ
มธ.

#มธ #ทีมมธ #cstu38 #cs #comsci #cstu #dek66 #วิทย์คอมมธ #วิทยาการคอมพิวเตอร์ #วิดคอม #วิทคอม #วิทย์คอม
#คอมซาย #tu #cstu #มอท่อ #TCAS66",2023-05-20 16:18:30,2025-05-14 14:09:59,2023,5,20
ธรรมศาสตร์,#มอท่อ,@_ppyp___,ลดได้อีกนะคับๆๆๆๆๆ ทักมาต่อรองได้เลยยยยย #ขายสัญญาหอมธ #หาหอมธ #มธ #หอพักมธ #หอมธ #มอท่อ #ทีมมธ https://x.com/_ppyp___/statu/_ppyp___/status/1637115253640298497…,2023-03-22 14:21:11,2025-05-14 14:09:59,2023,3,22
ธรรมศาสตร์,#TU89,@plai309,#TU89 #TU90 #Dek72 #Dek73 #หนังสือเตรียมสอบ #ส่งต่อหนังสือเตรียมสอบ,2025-05-14 13:43:28,2025-05-14 14:09:54,2025,5,14
ธรรมศาสตร์,#TU89,@kea_pu27697,#tu89 เปิดโอกาสให้มา เม็กเฟรนได้,2025-05-14 13:24:53,2025-05-14 14:09:54,2025,5,14
ธรรมศาสตร์,#TU89,@mnstudyy,ส่งต่อค่า #ส่งต่อหนังสือเตรียมสอบ #ส่งต่อหนังสือ #หนังสือเตรียมสอบ #หนังสือเตรียมสอบมือสอง #tu89 #dek72,2025-05-14 12:42:05,2025-05-14 14:09:54,2025,5,14
ธรรมศาสตร์,#TU89,@Appliedschool,#ฟิสิกส์อเผ่า #อเผ่า #แอพพลายด์ฟิสิกส์  #ทำเรื่องยากให้เป็นเรื่องง่าย #tcas69 #dek69 #dek70 #dek71 #alevel69 #mytcas #tpat3 #tgat #ติวฟิสิกส์ #เรียนออนไลน์ได้ทุกที่ทุกเวลา #มต้น #เตรียมอุดม #สอบเข้าเตรียมอุดม #มหิดลวิทย์ #กำเนิดวิทย์ #tu88 #tu87 #tu86 #tu89 #mwit #kvis,2025-05-14 12:26:15,2025-05-14 14:09:54,2025,5,14
ธรรมศาสตร์,#TU89,@nongcakeishappy,"หาติวเตอร์ หาคนสอน พี่รับสอนพิเศษน้า

ภาษาอังกฤษ วิทย์ ฟิสิกส์ เคมี ชีวะ คณิต ไทยสังคม
a-level netsat เพิ่มเกรด สอบเข้าม.4 เตรียมอุดม สาธิต มหิดล วมว จภ kvis smte gifted 
cutep tuget sat verbal math ielts 

#smte #dek71 #dek72 #tu89 #psm69 #mwit #จภ #สอบเข้าม4 #วมว #dek70",2025-05-14 12:21:16,2025-05-14 14:09:54,2025,5,14
ธรรมศาสตร์,#TU89,@mrezanugerah,"สอนพิเศษ คณิต วิทย์ อังกฤษ ฟิสิกส์ เคมี ชีวะ

ติวเข้าม.4 เพิ่มเกรดในรร. ม1-ม6
ติว A-level TGAT TPAT

สอนโดยพี่คณะแพทย์ เภสัช ทันตะ
จุฬา มธ รามา มหิดล มข มช

#Alevelคณิต #tcas68 #dek72 #Alevel69 #เรียนคณิต #TU89 #dek70 #dek69 #สอนคณิต #dek68 #กสพท69 #psm69 #ติวเตอร์คณิต #tu90",2025-05-14 11:58:22,2025-05-14 14:09:54,2025,5,14
ธรรมศาสตร์,#TU89,@kanomcaketutor,"ใครหาติวเตอร์ หาคนสอน ถามได้น้ารับสอนอังกฤษ วิทย์ ฟิสิกส์ เคมี ชีวะ ไทย สังคม คณิต ฝรั่งเศส เกาหลี ญี่ปุ่น จีน /ติวสอบเข้าม.1 ม.4 a-level netsat tgat toeic ielts cu-ats aat tbat tuget cutep sat verbal math muic/
( ・・)つ-♥︎♥︎♥︎ #tu89 #dek69 #dek68 #กสพท #netsat #tgat",2025-05-14 11:35:07,2025-05-14 14:10:09,2025,5,14
คณะนิติศาสตร์,#นิติศาสตร์,@kuankIop21201,"หาเพื่อน นิติ ม.ราม คับ
#เมคเฟรน #นิติศาสตร์ #dek68 #หาเพื่อนเรียนราม",2025-05-14 12:26:02,2025-05-14 14:09:46,2025,5,14
คณะนิติศาสตร์,#นิติศาสตร์,@lawsspace,"คอร์สกฎหมายเบื้องต้นเริ่มเรียนแล้วน้า 
สามารถทดลองติวได้จากคลิปในไอจีนะคะ
#psm #psm68 #สาธิตประสานมิตร #สาธิตมศว #รัฐศาสตร์ #นิติศาสตร์ #สอบเข้าม4",2025-05-14 10:55:39,2025-05-14 14:09:46,2025,5,14
คณะนิติศาสตร์,#นิติศาสตร์,@mimip9m,"280 รวมส่งแล้ว หนักมากค่ะะ
ไม่มีรอยดินสออะไรใดๆเลย
ขอคลิปพต.ได้ค่ะ มีรีวิวหน้าไบโอ
ราคาเต็ม 440

#ส่งต่อหนังสือ #นิติมช #นิติศาสตร์ #นิติมธ #นิติมศว #นิติจุฬา #ส่งต่อประมวล #dek66 #dek67 #dek68 #ส่งต่อหนังสือกฎหมาย #หนังสือกฎหมาย",2025-05-14 10:43:11,2025-05-14 14:09:46,2025,5,14
คณะนิติศาสตร์,#นิติศาสตร์,@law_lecture,"การขอเพิกถอนหรือแก้ไขการบังคับคดีที่ไม่ชอบด้วยกฎหมาย ตามป.วิ.พ. มาตรา 295

หัวข้อนี้ออกสอบได้!

#lawstudent #นิติศาสตร์ #เนติบัณฑิต #สรุปกฎหมาย #บังคับคดี",2025-05-14 04:41:51,2025-05-14 14:09:46,2025,5,14
คณะนิติศาสตร์,#นิติศาสตร์,@law_suandusit,"เรียนกฎหมายฉันก็ใช้แต่ปากกา แล้วจะหากรรไกรที่ไหนไปตัดใจจากเธอได้
#คำคมนักกฎหมายสายบันเทิง
#นิติศาสตร์ #เด็กนิติ 
#โรงเรียนกฎหมายและการเมือง
#สวนดุสิต #dek68",2025-05-13 23:36:21,2025-05-14 14:09:46,2025,5,13
คณะนิติศาสตร์,#นิติศาสตร์,@FURRY1230,"หนังสือกฎหมายเราเองค่ะ สภาพดี 99%เลยค่ะ
รวมส่งค่ะราคาลดจากปกแล้วนะคะ

#หนังสือกฎหมาย #นิติศาสตร์ #นิติมธ #นิติมศว  #นิติจุฬา #ส่งต่อประมวล #dek66 #dek67 #dek68 #ส่งต่อหนังสือกฎหมาย #หนังสือกฎหมาย #นิติ #นิติราม #ส่งต่อหนังสือเตรียมสอบ",2025-05-13 16:17:58,2025-05-14 14:09:46,2025,5,13
คณะนิติศาสตร์,#นิติศาสตร์,@LawNoteBooks,"สรุปกฎหมายการเช่าซื้อ 

#lawstudent #นิติศาสตร์ #เนติบัณฑิต #สรุปกฎหมาย #กฎหมายแพ่ง",2025-05-13 13:26:45,2025-05-14 14:10:11,2025,5,13
คณะนิติศาสตร์,#LawTU,@MinasaliMn,"—— เธรดรีวิวคณะนิติ  จากพี่ๆ แต่ละมอ

(( ปล.จะพยายามรวบรวมให้ได้เยอะที่สุดนะคะ หรือพี่ๆนิติคนไหนผ่านมาก้รีวิวกันได้นะคะ ))

#dek68 #dek69 #dek70 #law #lawchula #lawtu #นิติมธ #นิติจุฬา #นิติราม #นิติมก #นิติมข",2025-04-22 13:33:50,2025-05-14 14:11:31,2025,4,22
คณะนิติศาสตร์,#LawTU,@MinasaliMn,"สอบถามค่า เป็นพี่ๆ นิติฬ กะ นิติมธ พี่ๆเลือกอะไร+ทำไมหรอคะะ
หรือพี่ๆคนไหนติดที่ไหนมาแชร์กันได้นะคะะ : สังคม,การเรียนต่างๆ
หนูยินดีม้ากกกกถึงมากที่สุดดด

#dek68 #dek69 #dek70 #lawchula #lawtu",2025-04-03 11:29:58,2025-05-14 14:11:31,2025,4,3
คณะนิติศาสตร์,#LawTU,@Vanillaskiess28,#dek69 #lawtu #นิติมธ #นิติจุฬา #นิติราม #หนังสือกฎหมาย #ส่งต่อหนังสือกฎหมาย #ส่งต่อหนังสือ #dek68,2025-01-28 12:44:37,2025-05-14 14:11:31,2025,1,28
คณะนิติศาสตร์,#LawTU,@Vanillaskiess28,#นิติมธ #นิติจุฬา #ส่งต่อหนังสือ #ส่งต่อหนังสือกฎหมาย #หนังสือกฎหมาย #นิติราม #dek68 #dek67 #lawtu,2025-01-28 12:43:47,2025-05-14 14:11:31,2025,1,28
